cell.line	compound	variable	value
TGBC11TKB	RBN010061-002	fit.type	curve.fit
TGBC11TKB	RBN011364-002	fit.type	robust.fit
JIMT-1	RBN010061-002	fit.type	curve.fit
JIMT-1	RBN011364-002	fit.type	robust.fit
YMB-1	RBN010061-002	fit.type	curve.fit
YMB-1	RBN011364-002	fit.type	robust.fit
KYSE-520	RBN010061-002	fit.type	robust.fit
KYSE-520	RBN011364-002	fit.type	curve.fit
KYSE-70	RBN010061-002	fit.type	curve.fit
KYSE-70	RBN011364-002	fit.type	robust.fit
LS-123	RBN010061-002	number.insig.params	0
LS-123	RBN011364-002	number.insig.params	1
EBC-1	RBN010061-002	number.insig.params	1
EBC-1	RBN011364-002	number.insig.params	0
T3M-10	RBN010061-002	number.insig.params	1
T3M-10	RBN011364-002	number.insig.params	2
SNU-175	RBN010061-002	number.insig.params	2
SNU-175	RBN011364-002	number.insig.params	1
A253	RBN010061-002	number.insig.params	0
A253	RBN011364-002	number.insig.params	1
A549	RBN010061-002	number.insig.params	3
A549	RBN011364-002	number.insig.params	0
KYSE-270	RBN010061-002	number.insig.params	0
KYSE-270	RBN011364-002	number.insig.params	2
KYSE-450	RBN010061-002	number.insig.params	0
KYSE-450	RBN011364-002	number.insig.params	0
IM-95	RBN010061-002	number.insig.params	2
IM-95	RBN011364-002	number.insig.params	3
LoVo	RBN010061-002	number.insig.params	2
LoVo	RBN011364-002	number.insig.params	2
LCLC-103H	RBN010061-002	number.insig.params	1
LCLC-103H	RBN011364-002	number.insig.params	0
KNS-81	RBN010061-002	number.insig.params	1
KNS-81	RBN011364-002	number.insig.params	2
MDA-MB-436	RBN010061-002	number.insig.params	1
MDA-MB-436	RBN011364-002	number.insig.params	2
HCC1195	RBN010061-002	number.insig.params	2
HCC1195	RBN011364-002	number.insig.params	2
SNG-M	RBN010061-002	number.insig.params	2
SNG-M	RBN011364-002	number.insig.params	1
MDA-MB-231	RBN010061-002	number.insig.params	0
MDA-MB-231	RBN011364-002	number.insig.params	1
LK-2	RBN010061-002	number.insig.params	2
LK-2	RBN011364-002	number.insig.params	0
HCC2218	RBN010061-002	number.insig.params	0
HCC2218	RBN011364-002	number.insig.params	0
LC-1sq	RBN010061-002	number.insig.params	1
LC-1sq	RBN011364-002	number.insig.params	1
FaDu	RBN010061-002	number.insig.params	1
FaDu	RBN011364-002	number.insig.params	2
NCI-H596	RBN010061-002	number.insig.params	0
NCI-H596	RBN011364-002	number.insig.params	2
Caki-1	RBN010061-002	number.insig.params	2
Caki-1	RBN011364-002	number.insig.params	0
ACHN	RBN010061-002	number.insig.params	0
ACHN	RBN011364-002	number.insig.params	0
YD-8	RBN010061-002	number.insig.params	2
YD-8	RBN011364-002	number.insig.params	2
HCC1588	RBN010061-002	number.insig.params	0
HCC1588	RBN011364-002	number.insig.params	0
T47D	RBN010061-002	number.insig.params	1
T47D	RBN011364-002	number.insig.params	2
TE-8	RBN010061-002	number.insig.params	0
TE-8	RBN011364-002	number.insig.params	0
IA-LM	RBN010061-002	number.insig.params	2
IA-LM	RBN011364-002	number.insig.params	0
EN	RBN010061-002	number.insig.params	1
EN	RBN011364-002	number.insig.params	0
NCI-H1975	RBN010061-002	number.insig.params	1
NCI-H1975	RBN011364-002	number.insig.params	0
NCI-H1838	RBN010061-002	number.insig.params	0
NCI-H1838	RBN011364-002	number.insig.params	3
HCC-44	RBN010061-002	number.insig.params	2
HCC-44	RBN011364-002	number.insig.params	1
HCC1187	RBN010061-002	number.insig.params	0
HCC1187	RBN011364-002	number.insig.params	0
YH-13	RBN010061-002	number.insig.params	0
YH-13	RBN011364-002	number.insig.params	0
HCC38	RBN010061-002	number.insig.params	1
HCC38	RBN011364-002	number.insig.params	0
SNU-1033	RBN010061-002	number.insig.params	0
SNU-1033	RBN011364-002	number.insig.params	2
Calu-1	RBN010061-002	number.insig.params	0
Calu-1	RBN011364-002	number.insig.params	0
PE-CA-PJ15	RBN010061-002	number.insig.params	0
PE-CA-PJ15	RBN011364-002	number.insig.params	2
BHY	RBN010061-002	number.insig.params	2
BHY	RBN011364-002	number.insig.params	0
MDA-MB-468	RBN010061-002	number.insig.params	0
MDA-MB-468	RBN011364-002	number.insig.params	0
CCK-81	RBN010061-002	number.insig.params	0
CCK-81	RBN011364-002	number.insig.params	2
HCC2279	RBN010061-002	number.insig.params	0
HCC2279	RBN011364-002	number.insig.params	0
HCC1599	RBN010061-002	number.insig.params	1
HCC1599	RBN011364-002	number.insig.params	0
COLO-680N	RBN010061-002	number.insig.params	2
COLO-680N	RBN011364-002	number.insig.params	0
SK-BR-3	RBN010061-002	number.insig.params	0
SK-BR-3	RBN011364-002	number.insig.params	0
NCI-H810	RBN010061-002	number.insig.params	1
NCI-H810	RBN011364-002	number.insig.params	2
Hs-578-T	RBN010061-002	number.insig.params	0
Hs-578-T	RBN011364-002	number.insig.params	2
KURAMOCHI	RBN010061-002	number.insig.params	0
KURAMOCHI	RBN011364-002	number.insig.params	0
SNU-81	RBN010061-002	number.insig.params	0
SNU-81	RBN011364-002	number.insig.params	0
SNU-C4	RBN010061-002	number.insig.params	2
SNU-C4	RBN011364-002	number.insig.params	1
Detroit562	RBN010061-002	number.insig.params	0
Detroit562	RBN011364-002	number.insig.params	3
NUGC-4	RBN010061-002	number.insig.params	2
NUGC-4	RBN011364-002	number.insig.params	1
KYSE-30	RBN010061-002	number.insig.params	0
KYSE-30	RBN011364-002	number.insig.params	0
OV7	RBN010061-002	number.insig.params	0
OV7	RBN011364-002	number.insig.params	2
RCM-1	RBN010061-002	number.insig.params	2
RCM-1	RBN011364-002	number.insig.params	1
HT-29	RBN010061-002	number.insig.params	3
HT-29	RBN011364-002	number.insig.params	1
SW48	RBN010061-002	number.insig.params	0
SW48	RBN011364-002	number.insig.params	3
JHOS-2	RBN010061-002	number.insig.params	0
JHOS-2	RBN011364-002	number.insig.params	1
OVCAR-8	RBN010061-002	number.insig.params	1
OVCAR-8	RBN011364-002	number.insig.params	2
OVISE	RBN010061-002	number.insig.params	0
OVISE	RBN011364-002	number.insig.params	1
JHOS-4	RBN010061-002	number.insig.params	2
JHOS-4	RBN011364-002	number.insig.params	0
HARA	RBN010061-002	number.insig.params	0
HARA	RBN011364-002	number.insig.params	1
SW620	RBN010061-002	number.insig.params	1
SW620	RBN011364-002	number.insig.params	1
RKN	RBN010061-002	number.insig.params	2
RKN	RBN011364-002	number.insig.params	1
SH-10-TC	RBN010061-002	number.insig.params	2
SH-10-TC	RBN011364-002	number.insig.params	1
TOV-21G	RBN010061-002	number.insig.params	2
TOV-21G	RBN011364-002	number.insig.params	2
YD-10B	RBN010061-002	number.insig.params	0
YD-10B	RBN011364-002	number.insig.params	0
LUDLU-1	RBN010061-002	number.insig.params	2
LUDLU-1	RBN011364-002	number.insig.params	0
NCI-H2023	RBN010061-002	number.insig.params	1
NCI-H2023	RBN011364-002	number.insig.params	1
HCC70	RBN010061-002	number.insig.params	1
HCC70	RBN011364-002	number.insig.params	0
SW900	RBN010061-002	number.insig.params	0
SW900	RBN011364-002	number.insig.params	2
RERF-LC-AI	RBN010061-002	number.insig.params	0
RERF-LC-AI	RBN011364-002	number.insig.params	0
HCC1143	RBN010061-002	number.insig.params	1
HCC1143	RBN011364-002	number.insig.params	0
NCI-H520	RBN010061-002	number.insig.params	0
NCI-H520	RBN011364-002	number.insig.params	0
YD-38	RBN010061-002	number.insig.params	2
YD-38	RBN011364-002	number.insig.params	2
SK-OV-3	RBN010061-002	number.insig.params	0
SK-OV-3	RBN011364-002	number.insig.params	0
SNU-620	RBN010061-002	number.insig.params	0
SNU-620	RBN011364-002	number.insig.params	3
EFE-184	RBN010061-002	number.insig.params	0
EFE-184	RBN011364-002	number.insig.params	0
EFO-27	RBN010061-002	number.insig.params	0
EFO-27	RBN011364-002	number.insig.params	0
EVSA-T	RBN010061-002	number.insig.params	0
EVSA-T	RBN011364-002	number.insig.params	0
HCT-116	RBN010061-002	number.insig.params	1
HCT-116	RBN011364-002	number.insig.params	0
HEC-1-B	RBN010061-002	number.insig.params	3
HEC-1-B	RBN011364-002	number.insig.params	0
LXF-289	RBN010061-002	number.insig.params	0
LXF-289	RBN011364-002	number.insig.params	1
HDQ-P1	RBN010061-002	number.insig.params	0
HDQ-P1	RBN011364-002	number.insig.params	1
U-87 MG	RBN010061-002	number.insig.params	1
U-87 MG	RBN011364-002	number.insig.params	0
DBTRG-05MG	RBN010061-002	number.insig.params	1
DBTRG-05MG	RBN011364-002	number.insig.params	1
HCC-15	RBN010061-002	number.insig.params	2
HCC-15	RBN011364-002	number.insig.params	2
NCI-H1437	RBN010061-002	number.insig.params	0
NCI-H1437	RBN011364-002	number.insig.params	1
NCI-H647	RBN010061-002	number.insig.params	3
NCI-H647	RBN011364-002	number.insig.params	0
LOU-NH91	RBN010061-002	number.insig.params	0
LOU-NH91	RBN011364-002	number.insig.params	0
CAL-27	RBN010061-002	number.insig.params	1
CAL-27	RBN011364-002	number.insig.params	0
LCLC-97TM1	RBN010061-002	number.insig.params	1
LCLC-97TM1	RBN011364-002	number.insig.params	2
GSS	RBN010061-002	number.insig.params	2
GSS	RBN011364-002	number.insig.params	2
HCC1937	RBN010061-002	number.insig.params	0
HCC1937	RBN011364-002	number.insig.params	0
OV56	RBN010061-002	number.insig.params	0
OV56	RBN011364-002	number.insig.params	0
HSC-4	RBN010061-002	number.insig.params	2
HSC-4	RBN011364-002	number.insig.params	0
CL-11	RBN010061-002	number.insig.params	1
CL-11	RBN011364-002	number.insig.params	2
SW480	RBN010061-002	number.insig.params	2
SW480	RBN011364-002	number.insig.params	3
NCI-H2170	RBN010061-002	number.insig.params	1
NCI-H2170	RBN011364-002	number.insig.params	0
TE-6	RBN010061-002	number.insig.params	3
TE-6	RBN011364-002	number.insig.params	0
HCC95	RBN010061-002	number.insig.params	3
HCC95	RBN011364-002	number.insig.params	0
MDA-MB-175-VII	RBN010061-002	number.insig.params	1
MDA-MB-175-VII	RBN011364-002	number.insig.params	0
NCI-H522	RBN010061-002	number.insig.params	1
NCI-H522	RBN011364-002	number.insig.params	0
HCC2108	RBN010061-002	number.insig.params	1
HCC2108	RBN011364-002	number.insig.params	0
TE-10	RBN010061-002	number.insig.params	1
TE-10	RBN011364-002	number.insig.params	0
ZR-75-30	RBN010061-002	number.insig.params	0
ZR-75-30	RBN011364-002	number.insig.params	2
GSU	RBN010061-002	number.insig.params	3
GSU	RBN011364-002	number.insig.params	2
KYSE-410	RBN010061-002	number.insig.params	3
KYSE-410	RBN011364-002	number.insig.params	0
KE-39	RBN010061-002	number.insig.params	0
KE-39	RBN011364-002	number.insig.params	1
KNS-62	RBN010061-002	number.insig.params	1
KNS-62	RBN011364-002	number.insig.params	0
KPL-1	RBN010061-002	number.insig.params	0
KPL-1	RBN011364-002	number.insig.params	0
SCC-25	RBN010061-002	number.insig.params	1
SCC-25	RBN011364-002	number.insig.params	0
NCI-H1869	RBN010061-002	number.insig.params	0
NCI-H1869	RBN011364-002	number.insig.params	0
TE-5	RBN010061-002	number.insig.params	2
TE-5	RBN011364-002	number.insig.params	3
SNU-719	RBN010061-002	number.insig.params	0
SNU-719	RBN011364-002	number.insig.params	0
NCI-H358	RBN010061-002	number.insig.params	0
NCI-H358	RBN011364-002	number.insig.params	1
TYK-nu	RBN010061-002	number.insig.params	1
TYK-nu	RBN011364-002	number.insig.params	0
NCI-H1703	RBN010061-002	number.insig.params	0
NCI-H1703	RBN011364-002	number.insig.params	1
CAL-33	RBN010061-002	number.insig.params	0
CAL-33	RBN011364-002	number.insig.params	0
NCI-H1373	RBN010061-002	number.insig.params	1
NCI-H1373	RBN011364-002	number.insig.params	0
TGBC11TKB	RBN010061-002	number.insig.params	1
TGBC11TKB	RBN011364-002	number.insig.params	0
JIMT-1	RBN010061-002	number.insig.params	2
JIMT-1	RBN011364-002	number.insig.params	0
YMB-1	RBN010061-002	number.insig.params	2
YMB-1	RBN011364-002	number.insig.params	1
KYSE-520	RBN010061-002	number.insig.params	2
KYSE-520	RBN011364-002	number.insig.params	2
KYSE-70	RBN010061-002	number.insig.params	3
KYSE-70	RBN011364-002	number.insig.params	0
LS-123	RBN010061-002	IC50	1.70024083803847
LS-123	RBN011364-002	IC50	0.00126472995011779
EBC-1	RBN010061-002	IC50	6.35815215254482
EBC-1	RBN011364-002	IC50	0.0252053002471012
T3M-10	RBN010061-002	IC50	14.0438400482113
T3M-10	RBN011364-002	IC50	0.0345601047240492
SNU-175	RBN010061-002	IC50	6.03089917817469
SNU-175	RBN011364-002	IC50	0.0141707054528148
A253	RBN010061-002	IC50	3.66468536851169
A253	RBN011364-002	IC50	0.00590049269644134
A549	RBN010061-002	IC50	7.99993328818379
A549	RBN011364-002	IC50	NA
KYSE-270	RBN010061-002	IC50	3.44928294989837
KYSE-270	RBN011364-002	IC50	8.67027745156489e-06
KYSE-450	RBN010061-002	IC50	NA
KYSE-450	RBN011364-002	IC50	66.8780160407278
IM-95	RBN010061-002	IC50	6.61200531365028
IM-95	RBN011364-002	IC50	3.53383195870825
LoVo	RBN010061-002	IC50	5.16242270294957
LoVo	RBN011364-002	IC50	4.14452478971154
LCLC-103H	RBN010061-002	IC50	3.35353281831504
LCLC-103H	RBN011364-002	IC50	0.120739225245689
KNS-81	RBN010061-002	IC50	3.51388926715086
KNS-81	RBN011364-002	IC50	0.01121697874523
MDA-MB-436	RBN010061-002	IC50	0.0552370129030929
MDA-MB-436	RBN011364-002	IC50	3.49183835150904
HCC1195	RBN010061-002	IC50	10.8815820979134
HCC1195	RBN011364-002	IC50	0.494554352550041
SNG-M	RBN010061-002	IC50	9.59360889682462
SNG-M	RBN011364-002	IC50	9.65058433744168
MDA-MB-231	RBN010061-002	IC50	3.38943807852328
MDA-MB-231	RBN011364-002	IC50	0.0223388744671074
LK-2	RBN010061-002	IC50	7.85202465233559
LK-2	RBN011364-002	IC50	0.0177398521853907
HCC2218	RBN010061-002	IC50	0.615684926402021
HCC2218	RBN011364-002	IC50	3.74084911543537
LC-1sq	RBN010061-002	IC50	1.83157832024348
LC-1sq	RBN011364-002	IC50	9.49424233213912
FaDu	RBN010061-002	IC50	1.7154546968723
FaDu	RBN011364-002	IC50	0.0538921723411457
NCI-H596	RBN010061-002	IC50	2.08414198588094
NCI-H596	RBN011364-002	IC50	0.0206445473110967
Caki-1	RBN010061-002	IC50	7.52558584515533
Caki-1	RBN011364-002	IC50	0.138849788434709
ACHN	RBN010061-002	IC50	NA
ACHN	RBN011364-002	IC50	1.46583990213982
YD-8	RBN010061-002	IC50	7.10424478020189
YD-8	RBN011364-002	IC50	5.54186468126118
HCC1588	RBN010061-002	IC50	3.31572926686795
HCC1588	RBN011364-002	IC50	35.3236358317139
T47D	RBN010061-002	IC50	2.78760071851463
T47D	RBN011364-002	IC50	3.88768130816937
TE-8	RBN010061-002	IC50	6.109332540033
TE-8	RBN011364-002	IC50	0.00229930657988895
IA-LM	RBN010061-002	IC50	3.17132548836502
IA-LM	RBN011364-002	IC50	0.287102477256372
EN	RBN010061-002	IC50	0.535317712091525
EN	RBN011364-002	IC50	874.80131995312
NCI-H1975	RBN010061-002	IC50	25.5326942322613
NCI-H1975	RBN011364-002	IC50	0.17789780869601
NCI-H1838	RBN010061-002	IC50	4.03947358249526
NCI-H1838	RBN011364-002	IC50	3.88823088931824
HCC-44	RBN010061-002	IC50	2.66676069382036e-05
HCC-44	RBN011364-002	IC50	0.0636242867109139
HCC1187	RBN010061-002	IC50	2.12087518912723
HCC1187	RBN011364-002	IC50	0.65068792967042
YH-13	RBN010061-002	IC50	3.65477791208979
YH-13	RBN011364-002	IC50	0.0157651030740497
HCC38	RBN010061-002	IC50	2.84166148172699
HCC38	RBN011364-002	IC50	8095.41963683649
SNU-1033	RBN010061-002	IC50	0.520184130609566
SNU-1033	RBN011364-002	IC50	7.85619374132046
Calu-1	RBN010061-002	IC50	3.29446669174279
Calu-1	RBN011364-002	IC50	0.00397223499002465
PE-CA-PJ15	RBN010061-002	IC50	4.32897561564703
PE-CA-PJ15	RBN011364-002	IC50	0.0248400102530686
BHY	RBN010061-002	IC50	3.40253748901781
BHY	RBN011364-002	IC50	0.00592115307019864
MDA-MB-468	RBN010061-002	IC50	0.679516534549432
MDA-MB-468	RBN011364-002	IC50	7135.72122384402
CCK-81	RBN010061-002	IC50	4.54664861184756
CCK-81	RBN011364-002	IC50	6.0231940250875
HCC2279	RBN010061-002	IC50	3.04898932940309
HCC2279	RBN011364-002	IC50	0.0677430429989248
HCC1599	RBN010061-002	IC50	3.31120211598514
HCC1599	RBN011364-002	IC50	317.102608156994
COLO-680N	RBN010061-002	IC50	4.08701625687986
COLO-680N	RBN011364-002	IC50	0.0165316778729549
SK-BR-3	RBN010061-002	IC50	3.33741361558846
SK-BR-3	RBN011364-002	IC50	0.478351129717281
NCI-H810	RBN010061-002	IC50	0.757144444270321
NCI-H810	RBN011364-002	IC50	5.73265994939442
Hs-578-T	RBN010061-002	IC50	3.7031197388011
Hs-578-T	RBN011364-002	IC50	0.0218301580284697
KURAMOCHI	RBN010061-002	IC50	1.36601364332991
KURAMOCHI	RBN011364-002	IC50	81.5754574637729
SNU-81	RBN010061-002	IC50	33.4677801334662
SNU-81	RBN011364-002	IC50	7626.33359186256
SNU-C4	RBN010061-002	IC50	2.64068211452203
SNU-C4	RBN011364-002	IC50	12.1878101083381
Detroit562	RBN010061-002	IC50	21.2888536045589
Detroit562	RBN011364-002	IC50	6.71567169547583
NUGC-4	RBN010061-002	IC50	4.81504529222182
NUGC-4	RBN011364-002	IC50	4.12487621100231
KYSE-30	RBN010061-002	IC50	3.57186565859349
KYSE-30	RBN011364-002	IC50	0.00148616171099383
OV7	RBN010061-002	IC50	1.9599998307264
OV7	RBN011364-002	IC50	40.3963393048176
RCM-1	RBN010061-002	IC50	8.84308801533296
RCM-1	RBN011364-002	IC50	0.00530549868721434
HT-29	RBN010061-002	IC50	3.65161617788216
HT-29	RBN011364-002	IC50	0.0313011667727826
SW48	RBN010061-002	IC50	3.82399067160597
SW48	RBN011364-002	IC50	3.57996895973897
JHOS-2	RBN010061-002	IC50	4.28407233107676
JHOS-2	RBN011364-002	IC50	0.00276697851867142
OVCAR-8	RBN010061-002	IC50	2.47584473811177
OVCAR-8	RBN011364-002	IC50	8.72063488885661
OVISE	RBN010061-002	IC50	2.27456347298179
OVISE	RBN011364-002	IC50	0.0236885701458145
JHOS-4	RBN010061-002	IC50	0.261644593526413
JHOS-4	RBN011364-002	IC50	0.644503521765257
HARA	RBN010061-002	IC50	8.80189295273949
HARA	RBN011364-002	IC50	7.66183639749
SW620	RBN010061-002	IC50	1.80680007134347
SW620	RBN011364-002	IC50	0.274955554364906
RKN	RBN010061-002	IC50	3.23252903927614
RKN	RBN011364-002	IC50	330.889032918795
SH-10-TC	RBN010061-002	IC50	8.93578691287389
SH-10-TC	RBN011364-002	IC50	3.05802114357526
TOV-21G	RBN010061-002	IC50	3.99092831682049
TOV-21G	RBN011364-002	IC50	10.2754480019034
YD-10B	RBN010061-002	IC50	1.82071393801922
YD-10B	RBN011364-002	IC50	0.00621333239001343
LUDLU-1	RBN010061-002	IC50	8.59251348985154
LUDLU-1	RBN011364-002	IC50	1.0558369279053
NCI-H2023	RBN010061-002	IC50	6.68519443874836
NCI-H2023	RBN011364-002	IC50	1.0696627113729
HCC70	RBN010061-002	IC50	2.29133578230901
HCC70	RBN011364-002	IC50	12.4302194093381
SW900	RBN010061-002	IC50	0.98952561585466
SW900	RBN011364-002	IC50	0.123892970154449
RERF-LC-AI	RBN010061-002	IC50	17.2444623261491
RERF-LC-AI	RBN011364-002	IC50	1.59837029098646
HCC1143	RBN010061-002	IC50	1.73377480311129
HCC1143	RBN011364-002	IC50	248.057427246057
NCI-H520	RBN010061-002	IC50	0.709745186921227
NCI-H520	RBN011364-002	IC50	NA
YD-38	RBN010061-002	IC50	3.07877295530901
YD-38	RBN011364-002	IC50	0.00907737494026943
SK-OV-3	RBN010061-002	IC50	3.27642460841357
SK-OV-3	RBN011364-002	IC50	23.1496687717134
SNU-620	RBN010061-002	IC50	4.13660933239147
SNU-620	RBN011364-002	IC50	3.6212399930126
EFE-184	RBN010061-002	IC50	513.195690386251
EFE-184	RBN011364-002	IC50	0.0222945997173339
EFO-27	RBN010061-002	IC50	NA
EFO-27	RBN011364-002	IC50	445.805540106789
EVSA-T	RBN010061-002	IC50	207.434216651679
EVSA-T	RBN011364-002	IC50	17.5916967582929
HCT-116	RBN010061-002	IC50	2.99098027393407
HCT-116	RBN011364-002	IC50	3.24686622853695
HEC-1-B	RBN010061-002	IC50	3.34094391076422
HEC-1-B	RBN011364-002	IC50	0.00150436442886088
LXF-289	RBN010061-002	IC50	NA
LXF-289	RBN011364-002	IC50	0.155939993926131
HDQ-P1	RBN010061-002	IC50	1.06289377714302
HDQ-P1	RBN011364-002	IC50	0.00610367440182872
U-87 MG	RBN010061-002	IC50	3.26374839271005
U-87 MG	RBN011364-002	IC50	0.0871719685516596
DBTRG-05MG	RBN010061-002	IC50	0.000873295405678437
DBTRG-05MG	RBN011364-002	IC50	204.183993788778
HCC-15	RBN010061-002	IC50	7.49288802858912
HCC-15	RBN011364-002	IC50	18.4776265956671
NCI-H1437	RBN010061-002	IC50	2.61040986845744
NCI-H1437	RBN011364-002	IC50	0.0520787487420725
NCI-H647	RBN010061-002	IC50	4.08500300637288
NCI-H647	RBN011364-002	IC50	0.422668199140594
LOU-NH91	RBN010061-002	IC50	NA
LOU-NH91	RBN011364-002	IC50	1.2270363112365
CAL-27	RBN010061-002	IC50	0.922428740434468
CAL-27	RBN011364-002	IC50	0.00972186479234261
LCLC-97TM1	RBN010061-002	IC50	11.3922355726463
LCLC-97TM1	RBN011364-002	IC50	0.10217429915572
GSS	RBN010061-002	IC50	3.72686098306491
GSS	RBN011364-002	IC50	0.602165335243806
HCC1937	RBN010061-002	IC50	0.204654483185836
HCC1937	RBN011364-002	IC50	0.0059686489561361
OV56	RBN010061-002	IC50	NA
OV56	RBN011364-002	IC50	4.13054747971059
HSC-4	RBN010061-002	IC50	3.10658787232994
HSC-4	RBN011364-002	IC50	5045.10092450392
CL-11	RBN010061-002	IC50	1.40003496908743
CL-11	RBN011364-002	IC50	7.43044259586509
SW480	RBN010061-002	IC50	3.48079284075211
SW480	RBN011364-002	IC50	3.61426978423004
NCI-H2170	RBN010061-002	IC50	3.02372428680881
NCI-H2170	RBN011364-002	IC50	56.5368562736322
TE-6	RBN010061-002	IC50	3.81450032950342
TE-6	RBN011364-002	IC50	9171.5802051333
HCC95	RBN010061-002	IC50	4.37382187581335
HCC95	RBN011364-002	IC50	0.0381579790496206
MDA-MB-175-VII	RBN010061-002	IC50	18.2563749534663
MDA-MB-175-VII	RBN011364-002	IC50	4.52404983385985
NCI-H522	RBN010061-002	IC50	3.27390204878536
NCI-H522	RBN011364-002	IC50	4.96441565110403
HCC2108	RBN010061-002	IC50	1.14636488639361
HCC2108	RBN011364-002	IC50	1.47260214177298
TE-10	RBN010061-002	IC50	5.65912342438497
TE-10	RBN011364-002	IC50	274.154654034511
ZR-75-30	RBN010061-002	IC50	NA
ZR-75-30	RBN011364-002	IC50	0.00159592568329627
GSU	RBN010061-002	IC50	3.3111359077649
GSU	RBN011364-002	IC50	0.618740382667012
KYSE-410	RBN010061-002	IC50	32.0822055377165
KYSE-410	RBN011364-002	IC50	26.9234747908122
KE-39	RBN010061-002	IC50	0.104072021651646
KE-39	RBN011364-002	IC50	0.00620500954467775
KNS-62	RBN010061-002	IC50	10.2253830107417
KNS-62	RBN011364-002	IC50	0.291724493492476
KPL-1	RBN010061-002	IC50	0.145457554501271
KPL-1	RBN011364-002	IC50	1.56486786793118
SCC-25	RBN010061-002	IC50	1.53330400148106
SCC-25	RBN011364-002	IC50	0.00313036173140148
NCI-H1869	RBN010061-002	IC50	3.060418724035
NCI-H1869	RBN011364-002	IC50	0.00913348659999006
TE-5	RBN010061-002	IC50	9.3660983701551
TE-5	RBN011364-002	IC50	5.48603759894438
SNU-719	RBN010061-002	IC50	664.250444196822
SNU-719	RBN011364-002	IC50	279.748755383322
NCI-H358	RBN010061-002	IC50	4.56471934781608
NCI-H358	RBN011364-002	IC50	0.0287188446283776
TYK-nu	RBN010061-002	IC50	5.80623401130378
TYK-nu	RBN011364-002	IC50	0.011474173129852
NCI-H1703	RBN010061-002	IC50	384.089484873079
NCI-H1703	RBN011364-002	IC50	1.86679752894466
CAL-33	RBN010061-002	IC50	0.0317156400261535
CAL-33	RBN011364-002	IC50	0.00420401505644731
NCI-H1373	RBN010061-002	IC50	10.3829240813407
NCI-H1373	RBN011364-002	IC50	0.00805527660519472
TGBC11TKB	RBN010061-002	IC50	1.75584348563069
TGBC11TKB	RBN011364-002	IC50	20.424556104422
JIMT-1	RBN010061-002	IC50	1.5838764516028
JIMT-1	RBN011364-002	IC50	0.187499566466114
YMB-1	RBN010061-002	IC50	9.97552610979045
YMB-1	RBN011364-002	IC50	6.38790475410826
KYSE-520	RBN010061-002	IC50	8.08743733033509
KYSE-520	RBN011364-002	IC50	0.302392842660987
KYSE-70	RBN010061-002	IC50	3.66357784525132
